times 	 signal 	 freqs 	 dft
304.0000000000	-1.0535185322	0.0070370370	25.9694939721
305.0000000000	-1.0635185322	0.0070601852	11.5818945121
306.0000000000	-1.0735185322	0.0070833333	18.6875855374
307.0000000000	-1.0885185322	0.0071064815	37.5270944239
308.0000000000	-1.1055185322	0.0071296296	22.9294544325
309.0000000000	-1.1055185322	0.0071527778	32.0918940033
310.0000000000	-1.1045185322	0.0071759259	20.2391414641
311.0000000000	-1.1155185322	0.0071990741	39.8100031727
312.0000000000	-1.1235185322	0.0072222222	43.2156634930
313.0000000000	-1.1405185322	0.0072453704	20.2372276374
314.0000000000	-1.1475185322	0.0072685185	16.4881550613
315.0000000000	-1.1485185322	0.0072916667	52.4531723465
316.0000000000	-1.1655185322	0.0073148148	18.4615598759
317.0000000000	-1.1795185322	0.0073379630	38.0570021141
318.0000000000	-1.1835185322	0.0073611111	27.1813355889
319.0000000000	-1.1895185322	0.0073842593	54.4699300879
320.0000000000	-1.2025185322	0.0074074074	54.6848352056
321.0000000000	-1.2075185322	0.0074305556	29.6380845834
322.0000000000	-1.2125185322	0.0074537037	47.2554591426
323.0000000000	-1.2235185322	0.0074768519	37.4055735492
324.0000000000	-1.2325185322	0.0075000000	28.6815169321
325.0000000000	-1.2255185322	0.0075231481	20.0175793630
326.0000000000	-1.2475185322	0.0075462963	3.1990044204
327.0000000000	-1.2565185322	0.0075694444	3.0751233835
328.0000000000	-1.2655185322	0.0075925926	9.3963938388
329.0000000000	-1.2775185322	0.0076157407	35.1375150419
330.0000000000	-1.2625185322	0.0076388889	26.1735633402
331.0000000000	-1.2655185322	0.0076620370	24.7890997423
332.0000000000	-1.2805185322	0.0076851852	21.5864982690
333.0000000000	-1.3005185322	0.0077083333	29.0460053729
334.0000000000	-1.3165185322	0.0077314815	22.8303649637
335.0000000000	-1.3005185322	0.0077546296	14.3773582475
336.0000000000	-1.3025185322	0.0077777778	3.9296039408
337.0000000000	-1.3285185322	0.0078009259	8.5271634501
338.0000000000	-1.3285185322	0.0078240741	7.6105616646
339.0000000000	-1.3355185322	0.0078472222	4.8208139544
340.0000000000	-1.3545185322	0.0078703704	5.0074086173
341.0000000000	-1.3555185322	0.0078935185	5.6810883555
342.0000000000	-1.3505185322	0.0079166667	9.3252165601
343.0000000000	-1.3545185322	0.0079398148	3.3064223273
344.0000000000	-1.3775185322	0.0079629630	14.9045328272
345.0000000000	-1.3755185322	0.0079861111	11.4410407266
346.0000000000	-1.3765185322	0.0080092593	13.5924186881
347.0000000000	-1.3865185322	0.0080324074	13.9498569444
348.0000000000	-1.3935185322	0.0080555556	12.1480517952
349.0000000000	-1.3985185322	0.0080787037	12.0661246509
350.0000000000	-1.4045185322	0.0081018519	17.8520894752
351.0000000000	-1.4055185322	0.0081250000	16.8125105460
352.0000000000	-1.4125185322	0.0081481481	23.2221553792
353.0000000000	-1.4245185322	0.0081712963	11.3857030842
354.0000000000	-1.4325185322	0.0081944444	22.2522114359
355.0000000000	-1.4325185322	0.0082175926	2.6079579956
356.0000000000	-1.4375185322	0.0082407407	8.9251289489
357.0000000000	-1.4355185322	0.0082638889	15.2096665621
358.0000000000	-1.4525185322	0.0082870370	18.9963465376
359.0000000000	-1.4555185322	0.0083101852	17.4437512139
360.0000000000	-1.4715185322	0.0083333333	27.7686633772
361.0000000000	-1.4685185322	0.0083564815	24.7055292758
362.0000000000	-1.4635185322	0.0083796296	10.8328419412
363.0000000000	-1.4665185322	0.0084027778	5.6623224601
364.0000000000	-1.4755185322	0.0084259259	11.6819323863
365.0000000000	-1.4915185322	0.0084490741	10.0226484159
366.0000000000	-1.4835185322	0.0084722222	14.2248070795
367.0000000000	-1.4875185322	0.0084953704	17.5436373955
368.0000000000	-1.4955185322	0.0085185185	14.4847420282
369.0000000000	-1.4945185322	0.0085416667	12.1430807007
370.0000000000	-1.5105185322	0.0085648148	17.8979339543
371.0000000000	-1.5015185322	0.0085879630	12.0440319613
372.0000000000	-1.5075185322	0.0086111111	8.1170730351
373.0000000000	-1.5215185322	0.0086342593	37.0126220675
374.0000000000	-1.5235185322	0.0086574074	11.1509167524
375.0000000000	-1.5075185322	0.0086805556	16.0988754670
376.0000000000	-1.5205185322	0.0087037037	18.1791561095
377.0000000000	-1.5135185322	0.0087268519	31.5406122523
378.0000000000	-1.5185185322	0.0087500000	31.5371358589
379.0000000000	-1.5315185322	0.0087731481	8.0246782144
380.0000000000	-1.5295185322	0.0087962963	21.9501235065
381.0000000000	-1.5315185322	0.0088194444	8.5203328382
382.0000000000	-1.5495185322	0.0088425926	10.1609341526
383.0000000000	-1.5465185322	0.0088657407	13.7620693661
384.0000000000	-1.5495185322	0.0088888889	13.0518947025
385.0000000000	-1.5595185322	0.0089120370	19.2607746938
386.0000000000	-1.5495185322	0.0089351852	20.2495276450
387.0000000000	-1.5725185322	0.0089583333	7.9897091274
388.0000000000	-1.5645185322	0.0089814815	15.5924000095
389.0000000000	-1.5535185322	0.0090046296	11.5633448431
390.0000000000	-1.5735185322	0.0090277778	17.7010270610
391.0000000000	-1.5675185322	0.0090509259	20.3439081076
392.0000000000	-1.5755185322	0.0090740741	5.1820665497
393.0000000000	-1.5945185322	0.0090972222	4.5144915046
394.0000000000	-1.6115185322	0.0091203704	12.3614019398
395.0000000000	-1.6095185322	0.0091435185	21.1863417780
396.0000000000	-1.5885185322	0.0091666667	10.6856995560
397.0000000000	-1.6035185322	0.0091898148	4.4039825903
398.0000000000	-1.6105185322	0.0092129630	6.6912237618
399.0000000000	-1.6215185322	0.0092361111	21.0006340554
400.0000000000	-1.6255185322	0.0092592593	14.9663939490
401.0000000000	-1.6095185322	0.0092824074	8.3484289302
402.0000000000	-1.5995185322	0.0093055556	17.9457768367
403.0000000000	-1.6005185322	0.0093287037	3.4885663808
404.0000000000	-1.6065185322	0.0093518519	18.2079910325
405.0000000000	-1.6265185322	0.0093750000	31.9651144522
406.0000000000	-1.6255185322	0.0093981481	11.9090933662
407.0000000000	-1.6205185322	0.0094212963	17.2126696151
408.0000000000	-1.6275185322	0.0094444444	26.2951780049
409.0000000000	-1.6235185322	0.0094675926	18.3133706666
410.0000000000	-1.6345185322	0.0094907407	25.9624158348
411.0000000000	-1.6285185322	0.0095138889	9.7063091610
412.0000000000	-1.6185185322	0.0095370370	28.9491274930
413.0000000000	-1.6135185322	0.0095601852	1.1009730930
414.0000000000	-1.6105185322	0.0095833333	7.9983191002
415.0000000000	-1.6255185322	0.0096064815	14.4814475902
416.0000000000	-1.6225185322	0.0096296296	12.2869166294
417.0000000000	-1.5995185322	0.0096527778	13.0001714307
418.0000000000	-1.6015185322	0.0096759259	9.1427407510
419.0000000000	-1.6125185322	0.0096990741	6.9551553177
420.0000000000	-1.6235185322	0.0097222222	6.7124116380
421.0000000000	-1.6225185322	0.0097453704	7.6642622275
422.0000000000	-1.6145185322	0.0097685185	2.3020765821
