times 	 signal 	 freqs 	 dft
245.0000000000	0.1042253273	0.0056712963	5.0856538820
246.0000000000	0.1132253273	0.0056944444	2.3829292857
247.0000000000	0.1202253273	0.0057175926	2.7531191818
248.0000000000	0.1182253273	0.0057407407	2.3770505504
249.0000000000	0.1122253273	0.0057638889	2.7691044825
250.0000000000	0.1042253273	0.0057870370	2.1970257876
251.0000000000	0.0922253273	0.0058101852	3.5253928697
252.0000000000	0.0872253273	0.0058333333	0.5251025231
253.0000000000	0.0852253273	0.0058564815	3.7934285694
254.0000000000	0.0922253273	0.0058796296	3.6752478562
255.0000000000	0.1052253273	0.0059027778	3.5411791877
256.0000000000	0.1132253273	0.0059259259	2.4105230326
257.0000000000	0.1162253273	0.0059490741	3.8887063193
258.0000000000	0.1102253273	0.0059722222	2.9176862383
259.0000000000	0.1012253273	0.0059953704	1.2404203918
260.0000000000	0.0882253273	0.0060185185	2.2400844506
261.0000000000	0.0872253273	0.0060416667	3.4197575937
262.0000000000	0.0932253273	0.0060648148	5.8565212479
263.0000000000	0.1042253273	0.0060879630	2.2429638138
264.0000000000	0.1182253273	0.0061111111	4.6963824476
265.0000000000	0.1302253273	0.0061342593	4.7095023761
266.0000000000	0.1332253273	0.0061574074	2.2342894768
267.0000000000	0.1192253273	0.0061805556	2.3779284828
268.0000000000	0.1052253273	0.0062037037	4.4116980134
269.0000000000	0.0892253273	0.0062268519	0.4821849729
270.0000000000	0.0792253273	0.0062500000	2.7148365891
271.0000000000	0.0732253273	0.0062731481	2.0835289353
272.0000000000	0.0792253273	0.0062962963	3.7105103375
273.0000000000	0.0882253273	0.0063194444	3.3488695017
274.0000000000	0.1022253273	0.0063425926	4.1654411915
275.0000000000	0.1112253273	0.0063657407	3.4278877206
276.0000000000	0.1122253273	0.0063888889	5.2187867251
277.0000000000	0.1052253273	0.0064120370	5.2161808648
278.0000000000	0.0952253273	0.0064351852	2.5032790151
279.0000000000	0.0852253273	0.0064583333	5.8611985008
280.0000000000	0.0812253273	0.0064814815	8.7527947231
281.0000000000	0.0832253273	0.0065046296	2.4785906426
282.0000000000	0.0862253273	0.0065277778	4.2897340232
283.0000000000	0.0882253273	0.0065509259	3.3824306653
284.0000000000	0.0922253273	0.0065740741	6.3123662084
285.0000000000	0.0942253273	0.0065972222	2.5277840086
286.0000000000	0.0902253273	0.0066203704	3.2855654910
287.0000000000	0.0872253273	0.0066435185	2.1624111091
288.0000000000	0.0822253273	0.0066666667	3.4900738419
289.0000000000	0.0792253273	0.0066898148	2.1589721529
290.0000000000	0.0812253273	0.0067129630	3.6128533479
291.0000000000	0.0862253273	0.0067361111	5.2903470433
292.0000000000	0.0932253273	0.0067592593	3.2165568551
293.0000000000	0.0952253273	0.0067824074	2.5319530663
294.0000000000	0.0972253273	0.0068055556	3.0548730623
295.0000000000	0.0992253273	0.0068287037	2.8241564422
296.0000000000	0.0982253273	0.0068518519	4.8138348165
297.0000000000	0.0942253273	0.0068750000	2.7406653573
298.0000000000	0.0892253273	0.0068981481	2.8654521757
299.0000000000	0.0822253273	0.0069212963	1.1196571360
300.0000000000	0.0772253273	0.0069444444	3.2857065342
301.0000000000	0.0732253273	0.0069675926	3.1088212828
302.0000000000	0.0712253273	0.0069907407	2.8118186307
303.0000000000	0.0692253273	0.0070138889	4.0475968040
304.0000000000	0.0652253273	0.0070370370	4.6689452288
305.0000000000	0.0652253273	0.0070601852	3.6358533377
306.0000000000	0.0662253273	0.0070833333	2.0345982181
307.0000000000	0.0712253273	0.0071064815	6.5144127918
308.0000000000	0.0732253273	0.0071296296	2.0786224975
309.0000000000	0.0762253273	0.0071527778	1.2493776115
310.0000000000	0.0822253273	0.0071759259	0.7799255868
311.0000000000	0.0882253273	0.0071990741	1.0166596034
312.0000000000	0.0902253273	0.0072222222	2.7721590017
313.0000000000	0.0902253273	0.0072453704	2.5838362809
314.0000000000	0.0812253273	0.0072685185	1.4162584794
315.0000000000	0.0702253273	0.0072916667	3.5883569544
316.0000000000	0.0592253273	0.0073148148	0.8992005597
317.0000000000	0.0522253273	0.0073379630	2.4738793317
318.0000000000	0.0472253273	0.0073611111	3.0529109547
319.0000000000	0.0502253273	0.0073842593	1.3694953246
320.0000000000	0.0602253273	0.0074074074	3.1411133149
321.0000000000	0.0732253273	0.0074305556	4.6685605366
322.0000000000	0.0862253273	0.0074537037	3.1526828649
